rep,id,logka,logV1,logCl,logV2,logQ
1,1,-0.168940495719985,3.96810186255144,0.979676787103344,4.04282133934662,1.65574665707042
2,1,0.0892841003275451,4.14454529398468,0.930770518795886,4.15502762800859,1.51042520538656
3,1,-0.158738324638941,3.9287483386043,0.940488585641872,4.03471881938042,1.63708874005357
4,1,0.0940473409319161,4.17335190760162,0.941998706498736,4.27681706081821,1.84092806871604
5,1,0.0444269235910845,3.99717265074429,1.07475800471586,4.22175072601969,2.05903256053355
1,2,0.612671998188236,4.44514632541554,1.17218466355212,4.09217993219724,1.65474424396626
2,2,0.258629627315148,4.08980380121297,1.18307111075872,3.99909288270056,2.21646898329987
3,2,0.452335310077355,4.1463131100858,1.02656508381659,4.21983116752801,2.05039223343845
4,2,0.0306118819846233,3.9394489193524,1.13417310066934,4.23759888965456,2.24868851873966
5,2,0.104722379052939,4.00405733085836,1.16132252526377,4.62293027041611,2.41597742188362
1,3,-0.482135186959078,4.29622365597293,1.20089936281139,3.65408273755158,2.01236772447514
2,3,-0.636503138092203,4.33788533634944,1.04072679685743,4.35383247548392,0.863467505551145
3,3,-0.701392691153341,4.1590531570127,1.19377878003306,4.26247055469518,1.83396027375689
4,3,-0.798283050267509,4.14559796865599,1.16984003408608,4.08731172606904,1.47108153295683
5,3,-0.443949922909452,4.34314835968723,1.19014105032749,3.83095755981389,1.1684966317534
1,4,-0.261681742709414,3.9340162634893,0.996820192960577,3.83449067184986,1.77324626574916
2,4,-0.659422237123196,3.68791786099578,1.09017594652304,4.12686878951036,1.94810943469378
3,4,-0.0946010956154866,3.94749575271496,1.11950779053434,3.87302142675392,2.10978984399826
4,4,-0.175693491820364,3.93223954708263,0.893382060153705,4.019786531833,1.58891339343786
5,4,-0.0759053972763368,4.04149801333341,1.1122887236751,3.42293158251991,1.80303265413191
1,5,-0.635985169298193,4.25135970605843,1.03700160785394,3.61928049833407,2.29892385017423
2,5,-0.343743188500399,4.45455757611507,1.2379666530418,4.00996994872939,2.32695348223074
3,5,-0.619730645938651,4.21802447817201,1.09173651798947,3.90609058237407,2.2445923138958
4,5,-0.276775166531977,4.48595778979329,1.04943479472158,3.89258308573166,1.33044913464542
5,5,-0.110315970884772,4.69639565502644,1.11437111706011,3.09751160931455,1.25190995983216
1,6,-0.753783265745059,3.31842111584424,1.06790518831083,3.7437880010275,1.61150256251631
2,6,0.133062428600679,4.02181996738714,1.0676389686966,4.01673654932764,0.957511770504833
3,6,-0.00230202714886361,3.89817422815159,1.08034669748372,3.86002552742163,1.40032352011367
4,6,-0.42738670415458,3.54230097491434,1.12325248160475,4.11619353116764,1.89842796418793
5,6,0.0294761314135783,3.72139708819211,1.0530160930405,3.92764650586427,1.61076293840754
1,7,-0.752949053960161,3.87491175405143,1.1637462559926,3.84088146710238,1.38061814681396
2,7,-0.756028315000003,3.7787776852686,1.07864829165896,4.18533133563839,1.29600389324149
3,7,-0.62157446104449,4.01364144556228,1.0916307540961,3.87428012748966,1.11062035934167
4,7,-0.474053641956279,3.9798797105027,1.10370427686789,3.97762023155712,1.17005028116393
5,7,-0.534224071123268,3.95545361639464,1.14704980282474,3.84096046149698,1.04429305611729
1,8,0.34592341715353,3.91470973902067,1.08734634022375,3.74296584624754,2.24178902623299
2,8,0.444568830090152,3.97788450182211,0.900738526118715,3.98359800478078,1.79626763801714
3,8,0.0734955226289595,3.57845815571664,0.997760314984774,4.12901922643039,2.49256933280179
4,8,0.145322108411453,3.87675053098333,0.953858815194573,3.91008879903808,1.68012262364327
5,8,0.408004727646409,3.86204933601239,0.996514127277267,3.94296131653398,2.35883809247475
1,9,-0.236419446753367,4.68967870044732,1.43106378658743,3.73492613703134,1.5374029475903
2,9,-0.379331045348107,4.49128622413357,1.49608300446973,3.68070247941445,1.41644192322006
3,9,-0.231488624016025,4.56358235320143,1.51081709694636,3.70262536503359,2.14169841514533
4,9,-0.0227580349321243,4.56175781993265,1.54672006721201,3.67207144562184,2.77484241772374
5,9,-0.132273401649966,4.50796363305169,1.59084539571812,3.68573581600883,1.91848220325446
1,10,0.235422852943995,4.7484772089996,1.29211522021792,3.90867882770539,1.7359273915311
2,10,0.198202771181062,4.61166316746931,1.20713134343067,4.13723361385787,1.39981520180437
3,10,0.298923713066865,4.74574689700613,1.32924660626503,4.33244705141034,2.05080419368757
4,10,0.301861672974899,4.84766024426141,1.31624967235516,4.35810503355423,1.44666347368476
5,10,0.0535066383989128,4.67991971874251,1.33081414462353,4.08253169309537,1.36548333638549
1,11,-0.260919588502881,3.89228951671687,1.52770180620782,3.79158339375064,1.30928440124655
2,11,0.0213348141363167,4.04539410934876,1.64075786505291,3.90829456074719,0.794021200225163
3,11,0.310119874311283,4.17103942592589,1.58525606838292,3.51805939158646,0.368553980667964
4,11,-0.283327429604745,3.89127869619641,1.57330329864074,3.94781601009024,0.968780419634471
5,11,-0.142154410757218,3.99548200797257,1.55476047593261,3.65420902795136,0.40833300158178
1,12,-0.249210025199028,3.95002473771063,1.29531012416433,3.64609896545495,1.76211447611328
2,12,-0.0716611003570568,4.09636853172854,1.40341864841538,3.81599202252279,0.933547939712501
3,12,-0.338076227555374,3.93994955425913,1.37637017483745,3.58873539347458,1.17786609810441
4,12,-0.206915045680619,3.90752551053772,1.38847175156518,3.78259433629278,1.12612203036533
5,12,-0.329557841855398,3.83517721958179,1.36207485452976,3.99058580082553,1.75923756822269
1,13,-0.280933530664673,4.13296915313299,1.60991179389346,3.86347340328532,1.03294750959383
2,13,-0.186092643908664,4.20024190592221,1.62946186888507,4.05922218153547,1.10644020612219
3,13,0.1287044802859,4.25258867069923,1.63078933283276,4.04744904747255,1.15608988485145
4,13,-0.0782465535667689,4.22350979918297,1.64418514157933,4.18923174988292,1.36342520918895
5,13,-0.14405202939305,4.14649996409783,1.68873498726292,4.03103836277419,1.63700339129418
1,14,0.153615882415785,3.80969094937419,1.31709495478688,3.73220205890148,2.19702083138739
2,14,-0.0203102537314089,3.93716292816814,1.4319328575896,4.03878003397123,1.14019406998259
3,14,0.243621552984939,3.98593598846253,1.31308668703793,4.04461527533416,1.14787900919283
4,14,0.598546614209163,3.94491567130634,1.28568105986027,3.6721620845264,1.07750156696267
5,14,0.276603992338636,4.06520638537772,1.36585961235108,3.62826741288419,0.929539814973797
1,15,-0.00202758140827683,4.2010968272136,1.19149922989102,4.02522782790737,2.05993040741174
2,15,-0.114223932442144,4.24309434087986,1.0519101974943,3.81367292183812,1.94152070772264
3,15,-0.0150153947828847,4.10311377386419,0.931547429426972,4.32604821799813,1.74258504291244
4,15,0.074343323662243,4.40914748242094,0.975287332870675,3.84239333662683,1.58005463161783
5,15,-0.063968698424189,4.21864951160563,1.00267229298112,3.99830101057803,1.70318370888095
1,16,0.16368738783659,4.48297166283279,1.72064164764494,4.20636761176552,1.76238660183733
2,16,0.260119526228658,4.38077525194818,1.78302996778654,4.25866474988609,1.92824555528985
3,16,0.226199120808743,4.42662412442355,1.78551836051915,4.05355061997874,1.91115879027942
4,16,0.0375114326221584,4.44321178994391,1.77052918148651,4.20330778352389,1.37058492346245
5,16,-0.0150958411689798,4.39119375542567,1.82178671981456,4.21221952528309,2.0309466276282
1,17,-0.344142423010286,4.41698178037263,1.32579675186885,3.71400806005212,1.38632567592862
2,17,-0.595491284421571,4.19525433793136,1.35427500988661,3.6410934411471,2.13552575612059
3,17,-0.705632298541639,4.20950629286238,1.50430042786105,3.58872429006491,2.26511239790597
4,17,-0.48265718749764,4.31362144046277,1.37463202659629,3.71947502018892,1.86131947093431
5,17,-0.539400974583227,4.4178959696964,1.38525923398481,3.2889383380744,1.11998093208332
