rep,id,logV,logVm,logKm,eta_logV,eta_logVm,eta_logKm
1,1,3.98969332812952,7.12236706188683,6.08268272895763,-0.187958447982315,0.227434685566882,0.549488016744299
1,2,4.16298577318169,6.83578707079311,5.81866719252714,-0.0146660029301442,-0.0591453055268358,0.285472480313816
1,3,4.1647581289128,6.86535921022799,5.74493128027547,-0.0128936471990375,-0.0295731660919607,0.211736568062141
1,4,4.6405653359232,6.80155002665869,5.45235605713981,0.462913559811362,-0.0933823496612574,-0.0808386550735163
1,5,3.8238543633544,6.63055335067622,5.26960756283569,-0.353797412757439,-0.264379025643723,-0.263587149377637
1,6,4.14251620225153,7.14789801299256,5.20885023119943,-0.0351355738603063,0.252965636672609,-0.324344481013895
1,7,4.59508977718893,6.91943373997183,5.49457289763582,0.417438001077094,0.024501363651888,-0.0386218145775059
1,8,3.98543365628483,7.32841818405064,5.26665543507937,-0.192218119827004,0.433485807730693,-0.266539277133957
1,9,3.98967694484473,7.33582268654462,5.64130464961358,-0.187974831267102,0.44089031022467,0.108109937400251
1,10,4.05153881337378,7.13025096915942,5.47302075057907,-0.12611296273806,0.235318592839478,-0.0601739616342574
1,11,4.09621809712542,6.815338142448,5.57924171524918,-0.081433678986417,-0.0795942338719451,0.046047003035854
1,12,4.52598319144335,7.11573088599368,5.48905961539603,0.348331415331512,0.220798509673735,-0.044135096817298
1,13,4.07849811470457,6.76122052412002,5.26488952522115,-0.0991536614072626,-0.133711852199925,-0.268305186992174
1,14,3.98433543499357,7.17947331671219,5.21020160857835,-0.193316341118265,0.284540940392248,-0.32299310363498
1,15,4.45414408124272,7.0780621262655,4.99206860837281,0.276492305130884,0.183129749945549,-0.541126103840514
1,16,4.12526732286598,6.79530063445614,4.97541157870286,-0.0523844532458595,-0.0996317418638073,-0.557783133510467
1,17,4.00494114422556,6.71838590679641,6.04667844867357,-0.17271063188628,-0.176546469523534,0.513483736460246
1,18,4.24980248578869,7.11379891743352,5.98117468966674,0.0721507096768592,0.218866541113571,0.447979977453413
1,19,4.37928007169573,7.38705579195282,5.40297567641612,0.201628295583897,0.492123415632874,-0.130219035797213
1,20,4.24402058206885,7.03116893536205,4.9061840003213,0.0663688059570182,0.136236559042105,-0.627010711892031
1,21,3.92480124905788,6.97650992988648,5.15335858001953,-0.252850527053958,0.0815775535665377,-0.379836132193796
1,22,3.85344066549283,6.99188184094459,5.36576238219625,-0.324211110619006,0.096949464624644,-0.167432330017082
1,23,4.62574844233391,6.59584285260696,5.75917696450094,0.448096666222075,-0.299089523712981,0.225982252287614
1,24,4.0963364592533,6.70727787861916,4.87112226703756,-0.0813153168585306,-0.187654497700787,-0.662072445175773
1,25,3.74640203183917,6.41908643325156,5.42318104666052,-0.431249744272664,-0.475845943068387,-0.110013665552805
1,26,4.53916712095726,6.82066042956305,5.84468475965605,0.361515344845427,-0.0742719467568911,0.31149004744272
1,27,3.88695130474552,7.25287508975556,5.50084061915362,-0.290700471366316,0.357942713435618,-0.0323540930597073
1,28,4.90922965475785,6.97562367404998,5.90978914631847,0.73157787864601,0.0806912977300343,0.37659443410514
1,29,4.06820846854851,6.03626129831638,6.02711642183731,-0.109443307563321,-0.858671078003563,0.493921709623982
1,30,4.53479868936006,6.3436669940568,5.51948303282998,0.357146913248222,-0.551265382263144,-0.0137116793833529
1,31,4.45024213266051,7.22885216235104,5.35194675830276,0.27259035654868,0.333919786031099,-0.181247953910569
1,32,4.15669321550712,7.2509525330619,5.15706455395373,-0.0209585606047114,0.356020156741956,-0.376130158259596
1,33,3.81646729494689,7.18038026892478,5.31517298097739,-0.361184481164941,0.28544789260483,-0.218021731235936
1,34,4.25712446095341,6.48033187595013,5.87030621259867,0.0794726848415737,-0.414600500369815,0.33711150038534
1,35,4.67551969999329,6.83968804494689,5.44458059607182,0.497867923881454,-0.0552443313730526,-0.0886141161415113
1,36,4.11184302731457,7.1299137325163,5.65162803332728,-0.0658087487972603,0.234981356196357,0.118433321113949
1,37,4.04548589747651,7.37788533292883,5.52976084639673,-0.132165878635324,0.482952956608885,-0.00343386581659466
1,38,3.930297408922,7.18512590979335,5.79646192192636,-0.247354367189834,0.290193533473404,0.263267209713031
1,39,4.39810145520405,6.50367790744795,5.91087663837209,0.220449679092212,-0.391254468871998,0.377681926158764
1,40,4.11766816349631,6.86614203002442,5.12085541807905,-0.0599836126155235,-0.0287903462955246,-0.41233929413428
1,41,3.64533652904745,6.90192463016629,5.24067087283799,-0.532315247064385,0.00699225384634072,-0.292523839375342
1,42,4.06418320521702,6.94881670232538,5.32538789174745,-0.113468570894816,0.053884326005436,-0.207806820465877
1,43,3.99040698466948,7.29250119408798,5.45435322514295,-0.187244791442356,0.397568817768034,-0.078841487070382
1,44,4.39851220580552,7.33835384079703,6.14641098634833,0.220860429693687,0.443421464477087,0.613216274134996
1,45,4.00020907689481,6.67579578491132,5.5030513245911,-0.177442699217023,-0.219136591408629,-0.0301433876222275
1,46,3.96504936142748,6.81474239940166,5.52961293219195,-0.212602414684358,-0.0801899769182892,-0.00358178002138398
1,47,4.09637861378669,6.94804311234201,5.40012012743999,-0.0812731623251413,0.053110736022064,-0.133074584773336
1,48,4.36866259370853,7.03548057914972,5.89050266457079,0.191010817596692,0.140548202829771,0.357307952357458
1,49,3.66391816873491,7.01725439671684,5.82433564478389,-0.513733607376924,0.122322020396899,0.291140932570561
1,50,4.51673749292061,7.24044169748652,5.6106509192828,0.339085716808772,0.345509321166572,0.0774562070694689
1,51,3.92989716793204,7.11657104585228,5.76864720124195,-0.247754608179792,0.221638669532335,0.23545248902862
1,52,4.86046686739913,6.41255228099715,5.4310190793384,0.682815091287297,-0.482380095322791,-0.102175632874934
1,53,4.82228421538844,7.00410377968665,5.5367389831782,0.644632439276604,0.109171403366704,0.0035442709648752
1,54,4.36399615894231,7.00654633563751,6.14174081430652,0.186344382830478,0.111613959317568,0.608546102093188
1,55,4.12369987740897,6.89494022989423,5.49432584486887,-0.0539518987028638,7.85357428423339e-6,-0.038868867344461
1,56,3.98921093710811,6.72343522389912,5.37638471503472,-0.188440839003728,-0.171497152420826,-0.15680999717861
1,57,4.11422760339042,6.40225181882502,5.61597027226332,-0.0634241727214198,-0.492680557494927,0.0827755600499955
1,58,4.01438627989705,7.15720258358511,6.05484213101672,-0.163265496214784,0.26227020726516,0.521647418803391
1,59,4.17737569274381,7.0610058362557,6.14241532344831,-0.0002760833680302,0.166073459935759,0.609220611234976
1,60,4.62741093722267,7.20735060722827,5.83031014452958,0.449759161110837,0.312418230908325,0.297115432316247
1,61,4.47234200136422,6.5834019214456,5.21694096623923,0.294690225252384,-0.311530454874348,-0.316253745974103
1,62,3.99718210314494,7.21183348593047,5.61276021572241,-0.180469672966895,0.316901109610527,0.0795655035090794
1,63,4.21569335247773,6.76060894257028,5.3003064170865,0.0380415763658943,-0.134323433749667,-0.232888295126829
1,64,4.03965643576529,6.89428195768943,5.24794800213271,-0.13799534034654,-0.000650418630518068,-0.285246710080616
1,65,4.4075941067757,6.87650498796777,5.56474785024874,0.22994233066386,-0.0184273883521744,0.0315531380354148
1,66,3.84353331226896,6.62898770491242,5.50907507804993,-0.334118463842872,-0.265944671407524,-0.0241196341634033
1,67,4.18586372637269,6.90712813102611,5.63721025548519,0.00821195026085952,0.0121957547061662,0.104015543271865
1,68,4.05612936153374,6.72926098741957,5.30975755165985,-0.121522414578092,-0.165671388900372,-0.223437160553482
1,69,4.19398125729237,6.66132781693806,6.25755402887627,0.0163294811805361,-0.233604559381881,0.72435931666294
1,70,4.13402138854503,7.01841198600798,5.69676918264519,-0.0436303875668091,0.123479609688036,0.163574470431861
1,71,4.30658554317685,6.98957854414022,5.38373064728369,0.128933767065011,0.0946461678202732,-0.149464064929642
1,72,3.98204800999918,6.9071793484673,5.92854749739258,-0.195603766112658,0.0122469721473522,0.395352785179255
1,73,4.05747507633823,6.31052109082081,5.41397971873934,-0.120176699773609,-0.584411285499134,-0.119214993473989
1,74,4.38032772982815,7.23101572190541,5.71627534234996,0.202675953716311,0.336083345585462,0.183080630136633
1,75,3.61278927943996,6.74510269857348,5.09900526498202,-0.564862496671879,-0.149829677746467,-0.434189447231307
1,76,4.2586608412387,7.31894410869421,6.22233013033508,0.0810090651268665,0.424011732374268,0.689135418121751
1,77,4.3821572825231,6.62717749037544,5.296010447485,0.204505506411262,-0.267754885944511,-0.237184264728326
1,78,4.49494748430776,7.00676364065178,6.14558493486659,0.317295708195922,0.111831264331832,0.61239022265326
1,79,4.05636030390747,7.57014995943911,5.5037826142043,-0.121291472204364,0.67521758311916,-0.0294120980090256
1,80,3.25293671066245,6.26478925037341,5.47398665612814,-0.924715065449384,-0.630143125946534,-0.0592080560851889
1,81,4.28399176927668,6.88449789798794,5.39620417516537,0.106339993164847,-0.0104344783320016,-0.136990537047962
1,82,4.06472849451797,6.80952184675067,5.64586275190683,-0.112923281593868,-0.0854105295692751,0.112668039693501
1,83,4.22868215438326,7.00526251752714,6.39719230444627,0.0510303782714248,0.110330141207196,0.863997592232939
1,84,4.43223341378553,7.82106762795673,5.8875262368933,0.254581637673693,0.926135251636789,0.354331524679975
1,85,4.30715669705087,6.78655603418977,5.32986058566795,0.12950492093904,-0.108376342130179,-0.203334126545383
1,86,4.41062137354662,6.63875023524805,4.52271983774066,0.232969597434783,-0.256182141071895,-1.01047487447267
1,87,4.35617360248675,6.46454851605353,6.10501756642719,0.17852182637491,-0.430383860266413,0.571822854213856
1,88,3.98472823372968,6.63975927988549,5.65248156340334,-0.19292354238216,-0.255173096434457,0.119286851190006
1,89,4.068560153603,7.04125614199311,5.72862744743017,-0.109091622508837,0.146323765673167,0.195432735216842
1,90,4.37141131481691,7.02267720855483,5.6227881251309,0.193759538705074,0.127744832234883,0.0895934129175719
1,91,3.77784370748224,6.59936207929982,6.16969404103146,-0.399808068629594,-0.295570297020129,0.636499328818132
1,92,4.83391822071017,7.00876144049036,5.64692363330125,0.656266444598333,0.113829064170414,0.113728921087922
1,93,4.39156257180246,7.04549356712204,4.98322855994161,0.213910795690626,0.150561190802093,-0.549966152271718
1,94,4.08904879719206,7.25889993333134,5.80729863141028,-0.0886029789197718,0.363967557011398,0.274103919196954
1,95,4.5923630332161,6.6564317911511,5.34591500186495,0.414711257104268,-0.238500585168842,-0.187279710348383
1,96,4.77078476487521,6.8904960834523,5.65285420910352,0.593132988763371,-0.00443629286765024,0.119659496890193
1,97,3.9231826406924,6.39378820093846,5.58057585167912,-0.254469135419439,-0.501144175381489,0.0473811394657924
1,98,4.5482054230694,6.85093954462767,5.37535151215535,0.370553646957563,-0.0439928316922726,-0.157843200057983
1,99,4.05249957200768,6.49111911502419,5.38751804234385,-0.12515220410416,-0.403813261295754,-0.14567666986948
1,100,4.27642551842818,7.10919594841456,5.03537515006307,0.0987737423163439,0.214263572094618,-0.497819562150258
1,101,3.78023727205287,7.20276003115988,5.71506087045656,-0.397414504058969,0.307827654839929,0.181866158243227
1,102,4.29376442110559,6.6651660029423,5.82027227451468,0.116112644993759,-0.229766373377649,0.287077562301346
1,103,3.5710610801199,7.13623004218916,5.66112157148133,-0.606590695991935,0.241297665869214,0.127926859268001
1,104,3.64556690111418,7.31688213007732,5.34268767360873,-0.532084874997659,0.421949753757379,-0.190507038604598
1,105,4.04972221148175,6.60575295466517,5.31541614307199,-0.127929564630086,-0.289179421654779,-0.217778569141342
1,106,4.01486692872116,6.82677952895961,5.45174317592481,-0.162784847390672,-0.0681528473603379,-0.0814515362885233
1,107,4.73634141477064,6.64956687526035,6.24928380143607,0.558689638658805,-0.245365501059595,0.716089089222738
1,108,3.82453995250069,7.14702114618268,5.49278018106288,-0.353111823611145,0.252088769862737,-0.04041453115045
1,109,4.25327917846632,7.16657393164684,5.22773174741453,0.0756274023544865,0.271641555326891,-0.305462964798801
1,110,4.08681705324229,6.28551834216216,5.72491657279801,-0.0908347228695465,-0.609414034157786,0.191721860584678
1,111,4.22383956301618,6.82113433700348,5.44931316676091,0.0461877869043406,-0.0737980393164612,-0.0838815454524191
1,112,3.99268447368696,6.28027194354332,5.6466310369675,-0.184967302424876,-0.614660432776626,0.113436324754167
1,113,4.24488902649214,7.41468147617745,5.87675123061443,0.0672372503803,0.519749099857507,0.343556518401099
1,114,3.78278712457706,6.92264343496376,5.59848853402088,-0.394864651534777,0.0277110586438187,0.0652938218075469
1,115,4.09254845671163,7.25824981419573,5.8645444693027,-0.0851033194002095,0.363317437875787,0.331349757089372
1,116,4.52332569541192,6.89094622174471,5.30664059392655,0.345673919300089,-0.00398615457523999,-0.226554118286775
1,117,3.93421238999965,6.65496362428937,5.5748947706906,-0.243439386112188,-0.23996875203058,0.0417000584772662
1,118,4.61498842619503,6.64107442254018,5.50990224749957,0.437336650083199,-0.253857953779765,-0.0232924647137578
1,119,3.82368093419196,6.97987568378787,6.28092040073532,-0.353970841919871,0.0849433074679284,0.747725688521991
1,120,3.98428354465306,6.85336959157646,5.03434956806242,-0.193368231458778,-0.0415627847434905,-0.498845144150914
