rep,id,eta_logCl,eta_logV1,eta_logQ,eta_logV2
1,1,-0.109373304353242,0.393833384403314,-0.180551607018136,0.42778152136376
2,1,-0.205105329582873,0.402988997601119,0.534946597525164,0.419142258323018
3,1,-0.0750381646780171,0.434546060715887,0.0533370346316369,-0.165768667004978
4,1,-0.160018446937193,0.34630377190261,-0.042770615684286,0.464773104261303
5,1,-0.0436460961822344,0.500139979960569,-0.0753035653902332,-0.0327404676246676
1,2,0.570845438523482,-0.0241597163076259,0.217638035219782,-0.108787251848193
2,2,0.610725019058078,0.035521278378186,0.147542271693283,-0.227382640423209
3,2,0.562555299720996,-0.228678576004451,0.530395988007762,-0.0956378691126373
4,2,0.559716913414721,0.0653486625925962,0.175811118202495,-0.264240057343287
5,2,0.62723177112929,-0.118326398712014,0.401506550232593,0.0608851609081042
1,3,0.520460056804681,0.00699494560338923,-0.527769082248752,0.137634913367347
2,3,0.512241339533943,0.037562533979396,-0.179418879868475,-0.0578103884986256
3,3,0.422555059643901,-0.131514169042249,0.391728357819069,-0.0528647091075539
4,3,0.434949762345247,0.0623646095718097,-0.647324152643988,0.305341997729383
5,3,0.482075812640601,-0.159656252249169,-0.00793254529998838,0.014869003035126
1,4,-0.667673481179399,0.354849567269644,0.0115063865455226,0.202849177330442
2,4,-0.52990899459083,0.302294393890634,0.0902237305315735,0.206766106677531
3,4,-0.694394722288274,0.459870301964296,0.00762198412887569,0.150932563960116
4,4,-0.456750919615445,0.460518032758606,-0.156589550048317,-0.188216214802555
5,4,-0.726716808775054,0.379081018449546,0.0545068546163169,-0.127579639622477
1,5,-0.255227776434925,0.311148654835112,0.181720136950395,0.0108966407687479
2,5,-0.441758075293458,0.32599640747607,-0.0635860759905308,0.549952039222057
3,5,-0.442561772692797,0.232148671627008,0.266773804802535,0.190518490881079
4,5,-0.25206059062362,0.256181700718875,0.00997888477455577,0.386232308098981
5,5,-0.348282725746795,0.249492752556495,0.259249520147452,0.147852865153135
1,6,0.209798528688131,0.271120505205169,-0.217669780872138,-0.129230517673703
2,6,0.258904639460631,0.150860277575281,-0.306452917942431,0.063960964324672
3,6,0.303845121638795,0.174091382146707,0.0742862600567403,0.227608401780471
4,6,0.20127211768259,0.0957839399111159,-0.132475530020595,0.49865726203544
5,6,0.13202297142144,0.257041326771381,-0.171357294640582,0.346888217475328
1,7,0.556394877632797,0.118406302999796,-0.522121355928345,-0.369815895428851
2,7,0.58551183910074,0.125874756972433,-0.273640896957715,-0.122852231590924
3,7,0.624245705469907,0.121882336474546,-0.234196625044795,-0.321035961568941
4,7,0.546463551762012,-0.0901085827408461,-0.124946659708466,-0.211347816676086
5,7,0.688139595350976,0.0137760898651454,0.799462927855223,-0.0519399943893682
1,8,0.2732410635363,-0.605443364818513,-0.307648848669516,-0.28599452224023
2,8,0.317374381959672,-0.353055970475178,-0.153384774264218,-0.241282266649124
3,8,0.377667220030559,-0.666884471641382,0.134537826170707,-0.0830526506944725
4,8,0.30851432668827,-0.637298664490422,-0.047898918654364,-0.198880128066447
5,8,0.344250512921855,-0.543462447720994,0.0511712289961593,-0.166424876371989
1,9,0.36823535261632,0.124189855663841,0.275307544482547,0.214932939098491
2,9,0.331402326459674,-0.129765492058744,0.572120120594133,0.541384730072642
3,9,0.323353273502527,0.165917241117257,0.138266681593047,0.153876937937195
4,9,0.330784373220193,0.0534352646592909,0.655983818758316,0.125030725881821
5,9,0.265166400729132,0.121021747955172,-0.0447101244730921,0.348870550482436
1,10,0.138372031704221,-0.157969064963146,-0.454987082205821,-0.389011465444162
2,10,0.160716523812695,-0.23004990366413,-0.179899949227539,-0.223610186307913
3,10,0.101266555556521,-0.164697673497467,-0.825998899926095,-0.0375565681025464
4,10,0.13028953918386,-0.235965082221708,-0.076668064085037,-0.138465248638845
5,10,0.186951929567784,-0.218983315553996,-0.257568746319123,-0.342679513106766
1,11,-0.266035017915665,-0.212445753006391,-0.199132762026774,0.198705429444536
2,11,-0.356099765373595,-0.30042906317295,-0.195950037249769,0.709577201716875
3,11,-0.442915860610603,-0.225494139952242,-0.0513958457154269,0.486505468864227
4,11,-0.366585799925966,-0.291048789353553,-0.242428446323828,0.190955679207875
5,11,-0.199479358160164,-0.169912290552153,-0.0351824050639416,0.502915389990761
1,12,-0.358082702636801,0.425063520771404,0.271062455632574,0.24819289805755
2,12,-0.404092110422582,0.445541087946169,-0.0454332466368519,-0.186263940348008
3,12,-0.545036997441602,0.558086602051907,-0.0264544406691778,-0.576663063564484
4,12,-0.493458229243953,0.452362492010832,-0.192202984405141,-0.163156179983428
5,12,-0.447575218081209,0.573009498964972,-0.28232269505766,-0.201842012007777
1,13,0.0371289673943379,0.6997764805916,0.069982473490541,0.32655461604163
2,13,0.10234456261143,0.842004349943445,-0.106750905392919,-0.190605715283642
3,13,0.0723610368897789,0.766072884583019,-0.0723619096063473,-0.0277418961639869
4,13,0.124467690871542,0.779661868444038,-0.441277157745156,-0.0360358400379742
5,13,0.0642553347354237,0.671182152612258,0.506544028460329,0.328012073704334
1,14,-0.173506736885266,-0.111133496491938,0.211625552309519,0.0401424765704547
2,14,-0.189847405150446,-0.0828550242966916,-0.435588958419861,0.194923268339012
3,14,-0.17058925210766,-0.124025968881473,-0.113342238126131,-0.00791223853189846
4,14,-0.134679715640191,-0.122022047331182,0.0931721971841242,0.142699006931481
5,14,-0.0471740357285495,-0.151413925736527,-0.211620162170098,0.142225296111237
1,15,0.335399234700851,0.101253750071092,-0.392043282066075,0.0141750227091665
2,15,0.371995665059641,0.0947505512325584,0.119459629371546,0.0681131424029087
3,15,0.385580840284387,0.208467753589025,-0.430344981449884,0.11578305748889
4,15,0.382284140919822,0.17976678032299,0.656474253665135,-0.1774727338512
5,15,0.413440034555175,0.184790227466265,-0.105395388530614,0.207209831065468
1,16,0.213397591520431,0.103760906828652,-0.0521889435418804,0.240555452000865
2,16,0.264599617089524,0.0237590014637905,-0.114611026222878,0.608436093941921
3,16,0.39620781457316,0.266726564240856,-0.0418705765793924,0.431371935856328
4,16,0.307490641174711,0.270069245289943,-0.115333297140792,0.265885139541167
5,16,0.179277099090936,0.294836565125885,-0.298946681676807,0.147163306553868
1,17,0.202432660212388,-0.300418629851599,-0.555281127271282,0.37673654855667
2,17,0.200664136979713,-0.33328627223751,-0.307997715246464,0.244656309630209
3,17,0.238254240794803,-0.294304346648482,-0.382629376745809,0.348034176860986
4,17,0.24949464180791,-0.364546716397892,-0.503466174815636,0.303797421303848
5,17,0.213513133042019,-0.285590380411466,-0.283103512704307,0.118945979946003
