rep,id,logCl,logV1,logQ,logV2
1,1,1.24248861903023,4.58179429297344,1.210823576665,4.339323050184
2,1,1.1467565938006,4.59094990617124,1.9263217812083,4.33068378714326
3,1,1.27682375870545,4.62250696928601,1.44471221831477,3.74577286181526
4,1,1.19184347644628,4.53426468047274,1.34860456799885,4.37631463308155
5,1,1.30821582720124,4.6881008885307,1.3160716182929,3.87880106119557
1,2,1.92270736190695,4.1638011922625,1.60901321890291,3.80275427697205
2,2,1.96258694244155,4.22348218694831,1.53891745537642,3.68415888839703
3,2,1.91441722310447,3.95928233256568,1.92177117169089,3.8159036597076
4,2,1.91157883679819,4.25330957116272,1.56718630188563,3.64730147147695
5,2,1.97909369451276,4.06963450985811,1.79288173391573,3.97242668972835
1,3,1.87232198018815,4.19495585417352,0.863606101434379,4.04917644218759
2,3,1.86410326291741,4.22552344254952,1.21195630381466,3.85373114032162
3,3,1.77441698302737,4.05644673952788,1.7831035415022,3.85867681971269
4,3,1.78681168572872,4.25032551814193,0.744051031039144,4.21688352654963
5,3,1.83393773602407,4.02830465632095,1.38344263838314,3.92641053185537
1,4,0.684188442204071,4.54281047583977,1.40288157022865,4.11439070615068
2,4,0.82195292879264,4.49025530246076,1.4815989142147,4.11830763549777
3,4,0.657467201095196,4.64783121053442,1.39899716781201,4.06247409278035
4,4,0.895111003768026,4.64847894132874,1.23478563363481,3.72332531401769
5,4,0.625145114608416,4.56704192701967,1.44588203829945,3.78396188919776
1,5,1.09663414694855,4.49910956340524,1.57309532063353,3.92243816958899
2,5,0.910103848090012,4.5139573160462,1.3277891076926,4.4614935680423
3,5,0.909300150690673,4.42010958019714,1.65814898848567,4.10206001970132
4,5,1.09980133275985,4.444142609289,1.40135406845769,4.29777383691922
5,5,1.00357919763668,4.43745366112662,1.65062470383058,4.05939439397338
1,6,1.5616604520716,4.4590814137753,1.17370540281099,3.78231101114654
2,6,1.6107665628441,4.33882118614541,1.0849222657407,3.97550249314491
3,6,1.65570704502227,4.36205229071683,1.46566144373987,4.13914993060071
4,6,1.55313404106606,4.28374484848124,1.25889965366254,4.41019879085568
5,6,1.48388489480491,4.44500223534151,1.22001788904255,4.25842974629557
1,7,1.90825680101627,4.30636721156992,0.869253827754786,3.54172563339139
2,7,1.93737376248421,4.31383566554256,1.11773428672542,3.78868929722932
3,7,1.97610762885338,4.30984324504467,1.15717855863834,3.5905055672513
4,7,1.89832547514548,4.09785232582928,1.26642852397467,3.70019371214416
5,7,2.04000151873445,4.20173699843527,2.19083811153836,3.85960153443087
1,8,1.62510298691977,3.58251754375161,1.08372633501362,3.62554700658001
2,8,1.66923630534314,3.83490493809495,1.23799040941891,3.67025926217112
3,8,1.72952914341403,3.52107643692875,1.52591300985384,3.82848887812577
4,8,1.66037625007174,3.55066224407971,1.34347626502877,3.71266140075379
5,8,1.69611243630532,3.64449846084913,1.44254641267929,3.74511665244825
1,9,1.72009727599979,4.31215076423397,1.66668272816568,4.12647446791873
2,9,1.68326424984314,4.05819541651138,1.96349530427726,4.45292625889288
3,9,1.675215196886,4.35387814968739,1.52964186527618,4.06541846675743
4,9,1.68264629660366,4.24139617322942,2.04735900244145,4.03657225470206
5,9,1.6170283241126,4.3089826565253,1.34666505921004,4.26041207930268
1,10,1.49023395508769,4.02999184360698,0.93638810147731,3.52253006337608
2,10,1.51257844719616,3.957911004906,1.21147523445559,3.68793134251233
3,10,1.45312847893999,4.02326323507266,0.565376283757036,3.8739849607177
4,10,1.48215146256733,3.95199582634842,1.31470711959809,3.7730762801814
5,10,1.53881385295125,3.96897759301613,1.13380643736401,3.56886201571348
1,11,1.08582690546781,3.97551515556374,1.19224242165636,4.11024695826478
2,11,0.995762158009875,3.88753184539718,1.19542514643336,4.62111873053711
3,11,0.908946062772867,3.96246676861788,1.3399793379677,4.39804699768447
4,11,0.985276123457504,3.89691211921657,1.1489467373593,4.10249720802812
5,11,1.15238256522331,4.01804861801797,1.35619277861919,4.414456918811
1,12,0.993779220746669,4.61302442934153,1.6624376393157,4.15973442687779
2,12,0.947769812960888,4.63350199651629,1.34594193704628,3.72527758847223
3,12,0.806824925941868,4.74604751062203,1.36492074301395,3.33487846525576
4,12,0.858403694139518,4.64032340058096,1.19917219927799,3.74838534883682
5,12,0.904286705302261,4.7609704075351,1.10905248862547,3.70969951681246
1,13,1.38899089077781,4.88773738916172,1.46135765717367,4.23809614486187
2,13,1.4542064859949,5.02996525851357,1.28462427829021,3.7209358135366
3,13,1.42422296027325,4.95403379315314,1.31901327407678,3.88379963265626
4,13,1.47632961425501,4.96762277701416,0.950098025937975,3.87550568878227
5,13,1.41611725811889,4.85914306118239,1.89791921214346,4.23955360252458
1,14,1.1783551864982,4.07682741207819,1.60300073599265,3.9516840053907
2,14,1.16201451823302,4.10510588427343,0.95578622526327,4.10646479715925
3,14,1.18127267127581,4.06393493968865,1.278032945557,3.90362929028834
4,14,1.21718220774328,4.06593886123895,1.48454738086726,4.05424053575172
5,14,1.30468788765492,4.0365469828336,1.17975502151303,4.05376682493148
1,15,1.68726115808432,4.28921465864122,0.999331901617056,3.92571655152941
2,15,1.72385758844311,4.28271145980269,1.51083481305468,3.97965467122315
3,15,1.73744276366786,4.39642866215915,0.961030202233247,4.02732458630913
4,15,1.73414606430329,4.36772768889312,2.04784943734827,3.73406879496904
5,15,1.76530195793864,4.37275113603639,1.28597979515252,4.11875135988571
1,16,1.5652595149039,4.29172181539878,1.33918624014125,4.1520969808211
2,16,1.61646154047299,4.21171991003392,1.27676415746025,4.51997762276216
3,16,1.74806973795663,4.45468747281098,1.34950460710374,4.34291346467656
4,16,1.65935256455818,4.45803015386007,1.27604188654234,4.17742666836141
5,16,1.53113902247441,4.48279747369601,1.09242850200632,4.05870483537411
1,17,1.55429458359586,3.88754227871853,0.836094056411849,4.28827807737691
2,17,1.55252606036318,3.85467463633262,1.08337746843667,4.15619783845045
3,17,1.59011616417827,3.89365656192164,1.00874580693732,4.25957570568123
4,17,1.60135656519138,3.82341419217223,0.887909008867495,4.21533895012409
5,17,1.56537505642549,3.90237052815866,1.10827167097882,4.03048750876624
1,18,1.32863033351359,4.44484419028851,1.42399187338755,4.25713484587144
2,18,1.4396249662446,4.41061148255043,1.49665763880255,3.93663244511751
3,18,1.3669337203031,4.17236298358193,1.71504406378876,4.20407144643332
4,18,1.39882051782975,4.4760308235539,1.13288540176776,4.15507869077148
5,18,1.39593250088384,4.27204435523556,1.43123573167889,3.85265992427312
1,19,1.41333423649335,3.61945332761633,1.29559763477051,3.94755176717826
2,19,1.50529501965949,3.65346259606006,1.41211123794283,4.09340918165975
3,19,1.40892324139891,3.70649265553979,1.17881129352949,4.05990436036506
4,19,1.47800848463805,3.68985107689464,1.37326455986688,4.04894487458549
5,19,1.3945066848578,3.66867722057853,0.953226906327697,4.18144861934471
1,20,0.869215412053784,4.01293200892463,1.53555500177929,4.53840599115995
2,20,0.812189882384138,3.9712928989355,1.9074515534333,4.61894044778544
3,20,0.949015356060005,4.05082322021307,1.59773563017783,4.25620615040983
4,20,0.77419904365345,4.11873126445873,1.43548238324202,4.3344240582312
5,20,0.828152536620662,3.94794459630118,1.79630891096824,4.45089329723659
1,21,1.63600337111065,4.49986409122492,1.20271111902108,3.9425445369194
2,21,1.57148563233636,4.2923154059671,0.658248090438362,3.83023572882398
3,21,1.63349754004238,4.32510371635609,2.0964194251457,3.77531657978939
4,21,1.46810078829091,4.51205439361132,1.27925616118825,3.94760096521514
5,21,1.63814155497755,4.4601117806143,1.27925616118825,4.08983672928655
1,22,1.2173831661464,4.3388966654894,1.25884020008983,4.36658899012891
2,22,1.34002103392748,4.48923501198222,1.04983832509899,3.45302486316856
3,22,1.29784765769167,4.33595661068687,1.48538202867724,3.67843697682483
4,22,1.22146835703434,4.40541831694749,0.661656324758614,3.93122769294573
5,22,1.44427300042774,4.38766965644522,1.29297871883463,3.70765143013001
1,23,1.7286885090902,4.10988036292204,1.56517418167295,3.59577240605712
2,23,1.78902976490424,4.14635913356199,1.73788871302939,3.37313836352975
3,23,1.82394859264742,4.12837764950444,1.90353455696175,3.56237715620785
4,23,1.82296846176034,3.95934449387858,1.71851654675299,3.67522142831597
5,23,1.81418559863073,4.18190960034686,1.8066020711345,3.69192810798494
1,24,1.14375520627283,4.25716193685567,0.896489987942202,3.95814914917031
2,24,1.08632273055313,4.3718547426935,1.0100266245902,4.25024247131678
3,24,1.20992856859891,4.23419383063509,1.72153438596437,3.71501072315271
4,24,1.17501207440161,4.38372964614395,0.772684756337578,3.91279937796389
5,24,1.12435251224726,4.39183620585846,1.38664412012107,3.78478126755586
1,25,1.66196387939396,4.15586286456055,1.71531663402868,3.85316064349839
2,25,1.76757949672086,4.19983063017899,1.52432340514693,3.7867558958445
3,25,1.62288438233232,4.26296717558034,1.45300791056179,3.33614684320791
4,25,1.64574999135677,4.21116560430647,1.47546226416444,3.55226467487032
5,25,1.65825835035721,4.10832062577552,1.6286253632093,3.47745316748052
1,26,1.26335400130834,3.92481560667138,0.973350840522473,3.77699103030283
2,26,1.18801373153338,3.92392133121733,1.01359222153226,3.71900187824698
3,26,1.27933117263633,3.91817080668792,1.38265234696042,3.73291019328687
4,26,1.11572228029146,3.93404073315581,1.41281602636843,3.68963719913325
5,26,1.25748403291167,3.872357219306,1.62897483810803,3.87963706398442
1,27,0.973012876440639,4.13060657594167,1.61069121735114,3.80548518018955
2,27,1.12405912459652,4.14579042995768,1.657327418037,3.92945015229916
3,27,1.12330348940218,4.14351583891787,1.12297780495043,3.85764778269204
4,27,0.986545086899877,4.15191651298635,1.41904569311505,3.87571837599487
5,27,1.08105162778456,4.07222909501883,0.874876680848768,3.5758487699479
1,28,1.33931417329105,4.44786196615908,1.82990229138813,4.33364563632284
2,28,1.45687371753511,4.46628784770908,1.46991280246834,3.80233515734656
3,28,1.44832210413867,4.4508944808339,1.7896396590469,3.51301153055373
4,28,1.40508656036104,4.40890094164539,1.19259119696494,4.03883097292653
5,28,1.50575037521738,4.31200369956419,2.28713658850608,4.20657122029044
1,29,1.51101125398259,3.80665610845894,1.14048219924565,3.9373882303808
2,29,1.47661502772721,3.90254168438146,0.929745703679829,3.75309028436958
