logka_pop,1,0.27467,-0.34403,-0.11906,-0.080143,-0.031338,-0.001929,-0.027607,-0.039826,0.073344,-0.018968,0.03373,0.046551
logV1_pop,0.27467,1,-0.28958,-0.090785,-0.071498,-0.031065,0.0036078,-0.050827,-0.066594,0.04725,0.0023262,0.012512,0.066908
logQ_pop,-0.34403,-0.28958,1,0.0090964,0.11076,-0.0074785,-0.026225,0.015879,0.081772,-0.034394,-0.013248,-0.038453,-0.029126
logV2_pop,-0.11906,-0.090785,0.0090964,1,-0.045943,0.15961,-0.02663,-0.022037,0.27335,0.15323,0.012118,0.21272,-0.043651
logVm_pop,-0.080143,-0.071498,0.11076,-0.045943,1,0.66117,-0.051447,0.010233,0.16007,0.14651,-0.41897,0.15791,-0.017971
logKm_pop,-0.031338,-0.031065,-0.0074785,0.15961,0.66117,1,-0.055476,0.0028919,0.22478,0.19943,-0.3075,0.22028,-0.037061
omega_logka,-0.001929,0.0036078,-0.026225,-0.02663,-0.051447,-0.055476,1,-0.066097,-0.1247,0.057981,0.017341,-0.019435,-0.063027
omega_logV1,-0.027607,-0.050827,0.015879,-0.022037,0.010233,0.0028919,-0.066097,1,-0.0147,-0.044529,-0.01482,-0.0040654,-0.0078075
omega_logQ,-0.039826,-0.066594,0.081772,0.27335,0.16007,0.22478,-0.1247,-0.0147,1,0.084709,-0.060627,0.11818,-0.10226
omega_logV2,0.073344,0.04725,-0.034394,0.15323,0.14651,0.19943,0.057981,-0.044529,0.084709,1,-0.1936,0.15007,-0.083031
omega_logVm,-0.018968,0.0023262,-0.013248,0.012118,-0.41897,-0.3075,0.017341,-0.01482,-0.060627,-0.1936,1,-0.25286,0.018552
omega_logKm,0.03373,0.012512,-0.038453,0.21272,0.15791,0.22028,-0.019435,-0.0040654,0.11818,0.15007,-0.25286,1,-0.042089
b,0.046551,0.066908,-0.029126,-0.043651,-0.017971,-0.037061,-0.063027,-0.0078075,-0.10226,-0.083031,0.018552,-0.042089,1
