id,importanceSampling
1,195.277
2,277.908
3,151.499
4,212.997
5,199.653
6,284.623
7,235.658
8,158.103
9,169.914
10,142.859
11,227.897
12,259.946
13,248.551
14,267.743
15,217.117
16,206.332
17,242.301
18,241.206
19,174.082
20,235.348
21,295.324
22,178.560
23,257.267
24,227.912
25,261.411
26,133.476
27,196.698
28,276.563
29,162.303
30,219.587
31,240.562
32,232.030
33,236.575
34,250.437
35,154.857
36,267.251
37,145.338
38,189.398
39,194.669
40,228.965
41,159.809
42,253.750
43,152.753
44,187.012
45,248.218
46,225.239
47,224.798
48,212.513
49,238.482
50,224.960
51,205.284
52,264.334
53,150.350
54,290.472
55,160.298
56,268.986
57,256.237
58,226.724
59,147.209
60,196.829
61,247.722
62,268.754
63,217.533
64,176.651
65,277.191
66,262.199
67,162.819
68,256.886
69,152.073
70,219.647
71,209.456
72,234.028
73,219.889
74,232.784
75,152.809
76,270.428
77,198.129
78,268.384
79,157.097
80,238.827
81,210.000
82,147.362
83,129.248
84,184.771
85,258.749
86,231.450
87,292.091
88,237.992
89,265.117
90,239.078
91,133.489
92,207.835
93,281.479
94,145.009
95,220.873
96,240.315
97,274.791
98,155.327
99,168.729
100,187.543
101,160.917
102,255.569
103,274.501
104,220.118
105,192.730
106,161.584
107,238.711
108,251.741
109,254.139
110,272.628
111,210.999
112,161.840
113,279.864
114,285.882
115,231.035
116,202.243
117,144.666
118,160.390
119,246.831
120,207.487
