rep,id,eta_logCl,eta_logV1,eta_logQ,eta_logV2
1,1,-0.145227494622925,0.410994107546458,-0.135222785481603,0.0576216556258132
2,1,-0.0445753122940457,0.392645250437023,-0.0504601840865734,-0.155816815989487
3,1,-0.0989324254256659,0.514602406018584,-0.359748052388597,-0.265827359808704
4,1,-0.0455969022728388,0.364694924812392,0.516249487056576,-0.339167256313717
5,1,-0.0652390107676216,0.277364137904341,0.477720969543929,0.227049970319052
1,2,0.610303148779792,-0.191983660564701,0.28153682406761,-0.142169545716123
2,2,0.592756653774871,-0.226064102482617,0.157301545976591,-0.115689799310387
3,2,0.572563666232008,-0.186698774333652,-0.189567583759911,-0.156328170670987
4,2,0.61951469240019,-0.280131347862684,0.404216377077852,0.0558179046754756
5,2,0.588502058192482,-0.199789674239216,0.230623617226269,-0.135382575632261
1,3,0.504757415517325,-0.0431390904499223,0.0412395503385178,0.0903382500686335
2,3,0.467048051816404,-0.0965962918590022,0.015696116030305,0.190748296223307
3,3,0.444682274343003,-0.0952373465802239,-0.204227642989485,0.116486130594727
4,3,0.43148061189484,-0.063086926452123,-0.577740255981951,0.0434368468546721
5,3,0.497110763904401,-0.00568346622679661,-0.0384244638219179,0.118616013135588
1,4,-0.562508824238562,0.387186570351412,-0.549731016088614,-0.0659967419479887
2,4,-0.604730401074653,0.282081864744376,0.360959571446999,0.0752535255574217
3,4,-0.609093786065807,0.464176956479061,-0.17473801391441,-0.226005375201961
4,4,-0.601735731175691,0.374882699583171,-0.097225007089829,-0.0466565892648573
5,4,-0.659978733934062,0.473599489245216,0.138898259598295,0.150500791524522
1,5,-0.425003916277566,0.321892555794376,-0.314773407625747,0.104621188967231
2,5,-0.529266632616253,0.266555019659514,0.224277758825239,0.485367905572162
3,5,-0.516009676421634,0.261363544451096,0.332704490331537,0.709754214923441
4,5,-0.436208644176628,0.269768592954379,0.266885396716732,0.360040599037378
5,5,-0.566841196747042,0.286381175487534,0.12916695254198,0.948724035912611
1,6,0.213751510432775,0.090274065890637,-0.0871954112129336,0.0367692886822577
2,6,0.208896405561756,0.111524724993089,0.308543706142532,0.164713335968078
3,6,0.227852077400365,0.146198625668161,0.155606438503284,-0.0140743628196625
4,6,0.209334165805911,0.241067878897945,-0.172018222227448,0.0381986620688634
5,6,0.204385701163535,0.123655819978196,-0.135709713747313,0.0458541716261407
1,7,0.60956755927993,0.0444335770126212,-0.189464630518451,-0.16527177714402
2,7,0.638121729075327,0.10660718990778,-0.169369401115735,-0.0753611667665762
3,7,0.586968736576066,-0.0127943840406287,-0.270656594428321,-0.278782326065621
4,7,0.667903300643168,0.0208927076236966,0.115122873358597,-0.0919005005272227
5,7,0.594438327113229,0.072115079122458,0.0583565060917213,-0.205234874880601
1,8,0.316446654952636,-0.627002446785624,-0.119911744204119,-0.257145383724341
2,8,0.302690361192975,-0.836098808027353,-0.0165455438991498,-0.215309339285927
3,8,0.257188647936229,-0.745232003371625,-0.115307526974591,-0.310744742099375
4,8,0.345773062311786,-0.640338130370428,-0.170231093074243,-0.226640248577936
5,8,0.298949927953257,-0.633379161918342,-0.267308429942335,-0.38595033109429
1,9,0.267992479273429,-0.133087618909092,0.525808798817424,0.643837406527043
2,9,0.285746215629684,0.0190390985236515,0.414306822082316,0.450039091351767
3,9,0.300441499653593,-0.0609424128737189,0.429226722328714,0.278284325687964
4,9,0.290828517251533,-0.106622210691513,0.382215543759439,0.442931636463354
5,9,0.248766007324968,-0.0338515340684273,0.476176616055757,0.378219685791126
1,10,0.194017002612412,-0.151756973132526,-0.397997340120858,-0.0952398595104792
2,10,0.118041832114156,-0.164174939608629,-0.835665039290933,-0.201747947086314
3,10,0.14325464609232,-0.179378350617411,-0.504101071444386,-0.0788039629919649
4,10,0.140701155243827,-0.180662682725751,-0.69473608988903,-0.22150509113608
5,10,0.15316141621884,-0.215500612725714,-0.440025095705301,-0.0378713611463877
1,11,-0.401538660634893,-0.351258578384364,-0.19973511226593,0.523619740523104
2,11,-0.407055845998644,-0.217073182538706,-0.0490335119983844,0.532894823609298
3,11,-0.389185208158856,-0.255551894689914,-0.280002495283115,0.377311912948442
4,11,-0.357181500341624,-0.180252976186193,-0.129058814915173,0.492911766853278
5,11,-0.384011900692726,-0.148957323779265,-0.478752750721239,0.240970019647954
1,12,-0.461749304195127,0.418054989368399,0.146023907122026,0.0291948968635058
2,12,-0.531572866017328,0.426234017646078,0.0147105176700091,-0.16970601262439
3,12,-0.541099782250556,0.48387972446106,-0.227571432829761,0.103887017450741
4,12,-0.533965682401979,0.47307081732485,-0.240433097867844,0.120213770811867
5,12,-0.551542422556326,0.463857349118669,-0.236160856850004,-0.0577156227940626
1,13,0.146482423208751,0.82466526086613,0.416590745469484,-0.38512291654739
2,13,0.138636841383021,0.780361861479922,0.062649516132404,-0.451608744838299
3,13,0.153188119048105,0.821086325410081,-0.234768511984097,-0.100725301453889
4,13,0.118763460413868,0.750935184898434,0.130669782890506,0.016329586500125
5,13,0.198530200547446,0.737189282902607,0.263827063661619,0.129681398685407
1,14,-0.195720540277838,-0.0413684400434684,-0.396037750121932,0.395997424551393
2,14,-0.227687665917062,-0.163110179667102,-0.355327391255979,0.306027905949413
