rep,id,logka,logV,logCl
1,1,-0.0764241809833527,4.19593839543111,1.44644559371142
2,1,0.0182977818144413,4.34559863173601,1.54723602439555
3,1,-0.327276826730164,4.17103720771101,1.3801441131502
4,1,0.0221466973074208,4.30566285646385,1.44510587951738
5,1,-0.252353135771775,4.14629432600073,1.40147972161024
1,2,0.312252763834814,3.64242098403652,1.62034817136709
2,2,0.18863832961153,3.73045981137213,1.65006980364701
3,2,0.360698962518684,3.66933706878422,1.62569780563035
4,2,0.145835482991163,3.59606136321701,1.56829773801065
5,2,0.207749577003367,3.55658088188826,1.53675577601162
1,3,-0.209597323995721,4.20621165352996,1.06156961050499
2,3,-0.091359417471081,4.18550068859054,1.01389374214416
3,3,-0.148420748307772,4.1466832755228,1.06892531852037
4,3,-0.032960307626676,4.2148163828143,1.09898938458785
5,3,0.0641601594969856,4.28592308397136,1.17926553198059
1,4,0.132407855791211,4.86631029938159,1.15015336026663
2,4,0.142807478913253,4.8131207449198,1.2888451889646
3,4,-0.0266249665351428,4.71969880442537,1.24061717626324
4,4,0.200666603201866,4.81548493043971,1.16391157122695
5,4,-0.141459671603117,4.71861301527444,1.21164117039632
1,5,-0.538196346092857,4.25032051925025,1.91957175374672
2,5,-0.510570343812987,4.1942851529598,1.87869177545371
3,5,-0.462787642441042,4.14214737087003,1.84798122987542
4,5,-0.539809595357938,4.14170070758177,1.84585373941655
5,5,-0.72688299738138,4.05148956947128,1.78516687108437
1,6,-0.202946180964989,4.24953823815542,1.36911954105811
2,6,0.240139927779236,4.24964242733915,1.34879322926256
3,6,0.031562084172092,4.35360654098513,1.45757926874156
4,6,-0.0563923464314067,4.25522948857175,1.36029250108456
5,6,0.121285858301422,4.34797092883177,1.43307090913404
1,7,-0.499938379609146,4.50053282312805,1.6648284255967
2,7,-0.433386670523777,4.44280616705701,1.58615002238644
3,7,-0.437173588027115,4.44130706807733,1.60182964753475
4,7,-0.46259519399012,4.65355609357011,1.73129299791591
5,7,-0.681368489543124,4.44314855085428,1.59941425533546
1,8,0.0939560604395277,4.206949421561,1.92883524039818
2,8,0.00518269363873923,4.10241686019863,1.85712368374426
3,8,-0.0472973808458305,3.98912492754836,1.77157690949295
4,8,-0.124597779896207,4.15102646071448,1.89389446935002
5,8,0.245194671865878,4.08201991847485,1.83839864474011
1,9,-0.231598653585003,4.09685537520428,1.24037637669773
2,9,0.0539720891573274,4.20089821699022,1.32538931680753
3,9,-0.215732601447902,4.18536750498884,1.31215305681504
4,9,0.0424425752485123,4.28461622143436,1.326064522562
5,9,-0.145282122715008,4.11533942588553,1.22901391809806
1,10,0.173358730134189,4.19952179557097,1.02315458423867
2,10,0.287803603875328,4.10840044635644,0.984830844200931
3,10,0.37123337382278,4.17328536391733,0.951917499488065
4,10,0.125397962007872,4.03757948407499,0.951514828653844
5,10,0.480931370801358,4.10020249274618,0.960459992818447
1,11,0.368027728929643,3.81138117988448,1.83119442798854
2,11,0.472126823448956,3.79890375892129,1.78743096775414
3,11,0.632655130101105,3.83307664279367,1.82439009328517
4,11,0.22219569535671,3.79790447099538,1.78523802490179
5,11,0.341294287603572,3.79336509782233,1.81272684015201
1,12,-0.151977924658825,3.53297755040151,1.5067687957517
2,12,0.0858352275150986,3.61851545564176,1.5546114643825
3,12,-0.113705372573132,3.60807049825691,1.57532217813986
4,12,0.0190054146207507,3.61475257294786,1.57766814968252
5,12,0.0782129520621963,3.56510761051193,1.53570250021662
1,13,-0.582828784675996,4.37570897131686,1.48990247871341
2,13,-0.472900340911273,4.33277258155783,1.4201938193543
3,13,-0.479776350041585,4.32722654361402,1.40593555169998
4,13,-0.465592743795844,4.47161819724785,1.45541169499541
5,13,-0.390789585841618,4.41320612643082,1.43478572785378
1,14,0.04007023518251,4.48467641931381,1.35803917549555
2,14,0.156682818715853,4.54114005162554,1.37610411609171
3,14,0.00748582808706338,4.58473806141496,1.41150271787563
4,14,0.252251082886069,4.57823972586035,1.46732652323386
5,14,-0.217263292445261,4.39195060493744,1.29419023201906
1,15,-0.160289398950446,4.25261453900234,1.45289750595593
2,15,-0.168586430056565,4.26666220646616,1.43972319151813
3,15,-0.0258775862952005,4.36650071245723,1.49742805827234
4,15,-0.223552077308701,4.22136922982523,1.44961551021825
5,15,-0.0430247860521447,4.39404372977438,1.52219899062929
1,16,-0.151263476420698,4.10962109856543,1.22273181167613
2,16,-0.216765930203187,4.18997136538196,1.25696534025497
3,16,-0.202637669078829,4.17814735128875,1.25698424441179
4,16,0.236163337798564,4.32689494948196,1.29581372222447
5,16,-0.365388082872267,4.17507994187138,1.23772758276195
1,17,-0.484901868597542,3.88096161036106,1.10244104572793
2,17,-0.260958734349266,3.87063820590346,1.17069577293393
3,17,-0.198331827735163,3.91009891454881,1.15371181879003
4,17,-0.135472605082216,4.07081266641475,1.2057840062097
5,17,-0.158040886224468,3.98639010958426,1.20790083490737
1,18,-0.520512209520524,4.07581117729088,1.25468596112324
2,18,-0.167181391048319,4.14537319898294,1.25954033861027
3,18,-0.332199353087758,4.13271092733651,1.28706885025997
4,18,-0.396893519169045,4.06244818242812,1.20950898780734
5,18,-0.198314579082554,4.14912940660513,1.25423577533617
1,19,-0.0271017798849556,4.24820092168185,1.50261075060484
2,19,-0.189826149586413,4.08421703600444,1.32892976042795
3,19,-0.0103812388077503,4.23022622611768,1.42551599310386
4,19,-0.202449765787542,4.12300984236282,1.35270129566167
5,19,0.150403219811007,4.20460579985088,1.3938403302252
1,20,-0.0176236770198193,4.13606862288749,1.31682855572129
2,20,0.137367655158802,4.24891664078472,1.35034813177706
3,20,-0.0362096398813976,4.19723673360939,1.28431930703709
4,20,-0.00393584384912753,4.16501861343571,1.27338157979672
5,20,-0.0375413141937913,4.19049870993447,1.29563665369002
1,21,-0.569651239079232,4.30828304698196,1.49763373861304
2,21,-0.466207239326205,4.31733253377613,1.48794229754217
3,21,-0.370557446549429,4.37171105089512,1.56330599748906
4,21,-0.481975722917273,4.33932243372455,1.50857972643984
5,21,-0.28332289593232,4.39726066770119,1.51919436048713
