rep,id,eta_logka,eta_logV,eta_logCl
1,1,-0.0684215161699935,0.00460641070217915,0.0632308701038077
2,1,0.0263004466278007,0.154266647007073,0.164021300787942
3,1,-0.319274161916804,-0.0202947770179265,-0.00307061045740488
4,1,0.0301493621207801,0.114330871734914,0.0618911559097693
5,1,-0.244350470958416,-0.0450376587282042,0.0182649980026322
1,2,0.320255428648173,-0.548911000692411,0.237133447759478
2,2,0.19664099442489,-0.460872173356809,0.266855080039402
3,2,0.368701627332044,-0.521994915944715,0.242483082022744
4,2,0.153838147804523,-0.595270621511927,0.185083014403045
5,2,0.215752241816726,-0.634751102840672,0.153541052404015
1,3,-0.201594659182362,0.0148796688010286,-0.321645113102614
2,3,-0.0833567526577217,-0.00583129613839526,-0.369320981463445
3,3,-0.140418083494413,-0.0446487092061328,-0.314289405087242
4,3,-0.0249576428133166,0.0234843980853655,-0.28422533901976
5,3,0.0721628243103449,0.0945910992424223,-0.203949191627013
1,4,0.140410520604571,0.674978314652647,-0.233061363340981
2,4,0.150810143726613,0.621788760190858,-0.0943695346430074
3,4,-0.0186223017217835,0.528366819696436,-0.142597547344369
4,4,0.208669268015226,0.62415294571078,-0.219303152380663
5,4,-0.133457006789757,0.527281030545505,-0.171573553211287
1,5,-0.530193681279498,0.0589885345213154,0.536357030139116
2,5,-0.502567678999627,0.00295316823087057,0.4954770518461
3,5,-0.454784977627682,-0.0491846138589046,0.464766506267815
4,5,-0.531806930544578,-0.0496312771471648,0.462639015808945
5,5,-0.71888033256802,-0.139842415257653,0.401952147476767
1,6,-0.194943516151629,0.0582062534264808,-0.0140951825494927
2,6,0.248142592592596,0.0583104426102208,-0.034421494345047
3,6,0.0395647489854513,0.162274556256196,0.074364545133953
4,6,-0.0483896816180473,0.0638975038428117,-0.0229222225230496
5,6,0.129288523114782,0.156638944102832,0.0498561855264279
1,7,-0.491935714795787,0.309200838399113,0.28161370198909
2,7,-0.425384005710418,0.251474182328066,0.202935298778832
3,7,-0.429170923213756,0.249975083348394,0.218614923927143
4,7,-0.454592529176761,0.462224108841166,0.348078274308298
5,7,-0.673365824729765,0.251816566125341,0.216199531727854
1,8,0.101958725252887,0.0156174368320696,0.545620516790568
2,8,0.0131853584520987,-0.088915124530303,0.473908960136652
3,8,-0.039294716032471,-0.202207057180573,0.388362185885343
4,8,-0.116595115082847,-0.0403055240144525,0.510679745742413
5,8,0.253197336679237,-0.109312066254082,0.4551839211325
1,9,-0.223595988771644,-0.0944766095246566,-0.142838346909873
2,9,0.0619747539706867,0.0095662322612788,-0.0578254068000784
3,9,-0.207729936634543,-0.00596447974009867,-0.0710616667925625
4,9,0.0504452400618717,0.0932842367054256,-0.0571502010456103
5,9,-0.137279457901649,-0.0759925588434102,-0.154200805509548
1,10,0.181361394947548,0.00818981084202861,-0.360060139368937
2,10,0.295806268688687,-0.0829315383724907,-0.398383879406676
3,10,0.37923603863614,-0.0180466208116083,-0.431297224119542
4,10,0.133400626821231,-0.153752500653951,-0.431699894953763
5,10,0.488934035614717,-0.091129491982758,-0.42275473078916
1,11,0.376030393743002,-0.379950804844452,0.44797970438093
2,11,0.480129488262315,-0.392428225807645,0.40421624414653
3,11,0.640657794914465,-0.35825534193527,0.441175369677561
4,11,0.230198360170069,-0.393427513733553,0.402023301294178
5,11,0.349296952416931,-0.397966886906611,0.429512116544401
1,12,-0.143975259845466,-0.658354434327417,0.123554072144088
2,12,0.093837892328458,-0.572816529087173,0.171396740774897
3,12,-0.105702707759772,-0.583261486472017,0.192107454532247
